,Text,Speaker
41912, Fine. What!?,chandler
41913," s*x! This is the last day I'm ovulating, and when we don't do it now, we'll have to wait till next month. ",monica
41914, You serious? ,chandler
41915, Oh yeah!,monica
41916," Right, fine, I'll do it, but no talking.",chandler
41917," Huh, and no cuddling.",monica
41918, And no kissing your neck.,chandler
41919," Oh good, I hate it when you do that",monica
41920, And lots of kissing your neck.,chandler
41921," Okay, well the ??? is not home.",ross
41922, No. Uch.,rachel
41923," Oh-oh, wait, my mother is gonna be here any minute. And she has the keys.",ross
41924," Alright, I can't, I can't wait that long. You have to do something--knock that door down!",rachel
41925," I would, but I bruise like a peach. Besides, y...you know, everything is gonna be fine. The baby's sleeping.",ross
41926, What if she jumped out the basinet?,rachel
41927," Can't hold her own head up, but yeah jumped.",ross
41928," Oh my god, I left the water running.",rachel
41929," Rach you did not leave the water running. Please, just pull yourself together, okay?",ross
41930," Ah, did I leave the stove on?",rachel
41931, You never cooked since 1996. ,ross
41932," Is the window open? Because if there's a window open, a bird could fly in there.",rachel
41933," Oh my god, you know what, yeah, I think you're right. I think .. listen, listen!",ross
41934, Ubb.,rachel
41935," A pigeon, a pigeon.  No,",ross
41936," Boy, are you gonna be sorry if that's true.",rachel
41937, Maybe we should just eat now.,joey
41938," Wha-a how about this: Another table leaves, right? But there's still some food left on their place, okay, what's the restaurant's policy about people eatin' that?",joey
41939, But it happens?  I'm gotta go to the bathroom.,joey
41940," No, you can't go. No-no-no, I can't hold this table on my own. If they ask me to move, I cave.",phoebe
41941," If you ask me to stay, I'll pee. ",joey
41942," Okay, fine, I'll move. Alright, you don't have to manhandle me.  Where?  Okay. Thank you. Watch.",phoebe
41943,"  Finally you guys made it.  Pheebs, who the hell--uhuhh!",joey
41944, Spend more time with the tie. That'll make a baby.,monica
41945," Look, I can't do this. I can't make love to you while we're fighting this way.",chandler
41946," Oh sure, now you're Mister Sensitivity. But when you wanted to have s*x right after my uncle's funeral",monica
41947," That was a celebration of life. Alright, look, I'm not gonna do this. Alright, is this really the way you want a baby to be conceived?",chandler
41948," No, you're right. Mnya, we shouldn't do it like this. Huch. For what it's worth, I'm, I'm sorry. I shouldn't have come down on you so hard about the smoking. So you had a few cigarettes, not the end of the world.",monica
41949, Mean it?,chandler
41950, Yah.,monica
41951," You are incredible. Unless, I...I'm not gonna smoke again. And if I do, I promise, I will hide it so much better from you. ",chandler
41952, D'you want to?,monica
41953," Yeah, let's celebrate life!",chandler
41954, 'kay.,monica
41955," Och, god.  Oh, thank god, you're okay. I'm so sorry we left you. Mom never gonna leave you again. Never ever ever again. Uch.",rachel
41956, Great. So let's get going?,ross
41957," Oh no. I mean it. After what just happened, I'm never leaving her again.",rachel
41958, Somehow over time it got easier to be apart from you.,ross
41959, Uhh. You are welcome.,chandler
41960, You know what? Let's not talk.,monica
41961, What?,chandler
41962, Uch. I am still so mad at you for smoking.,monica
41963, But you said you forgave me. It was just a couple of cigarettes--no big deal.,chandler
41964," Oh, blablablabaybaybay.",monica
41965, Leave it.,chandler
41966, I was just saying that because I was ovulating and you said you wouldn't have s*x with me while we're fighting.,monica
41967, You tricked me to get me into bed?,chandler
41968," That's right, I got mine.",monica
41969, I feel so used.,chandler
41970," Well, I guess they're not coming. You wanna just order?",phoebe
41971," Thank you.  Waiter! 'alright, this is gonna be fast, so try to keep Phoebe: Risotto with the shaped truffles and the roasted rip steak with the golden Chanderelles and a Bordelaise sauce and that any that stuff I just said means snails. ",joey
41972, Tomato tart and which of the pastas would you recommend?,phoebe
41973," Both it is, thank you.",phoebe
41974," Oh, uh, again. Can I make a special request: Can you bring everything as soon as it's ready? Appetizers, entrees, we don't care.",joey
41975, You guys are over an hour late. What happened to you two?,phoebe
41976, I'm so sorry ...,ross
41977," We got locked out of the apartment, we ...",rachel
41978, That's a great story--can I eat it?,joey
41979, And then Rachel wasn't sure she could leave the baby.,ross
41980," N-it wasn't easy, but it's your birthday and I did what I got to do.",rachel
41981, And that's Judy over there at the bar with Emma?,phoebe
41982," Oh honey, this is for the best, thus I'm not distracted, worrying about Emma, how she's doing at home and I'm being completely here with you and, oh, she spit up!",rachel
41983, What?,ross
41984," She spit up. Judy! She spi...Judy! Look alive, Judy!  Thank you.",rachel
41985, Thanks. Oh.,ross
41986," Oh, ooh, everything looks delicious. What should I ha-ave? What should I have?",rachel
41987,  Never hit a woman. Never hit a woman.,joey
41988, Y'know this ??? is incredible.,ross
41989, Ross bruises like a peach. He bruises like a peach.,joey
41990," Okay, I'll have the fixed salad and the duck.",ross
41991," Yah, I'll have the soup and the salmon.",rachel
41992," And remember whatever comes up first. Okay? And hurry, because",joey
41993,  Happy birthday!,monica
41994, Son of a bitch!,joey
41995, Wher-where have you been?,phoebe
41996," Well, we had a little fight.",monica
41997, I would never lie to get someone into bed.,chandler
41998," You used to tell girls you were a Kennedy.  Ooh, uh, thanks. Wow, little tight, isn't it? How d'you get a bigger table? You-you had a big table, but they made you move. Huh-huh, shut up Monica. Whoo, I suppose that Chandler will have the smoked duck.",monica
41999, I suppose that Monica will have the ... manipulative shrew.,chandler
42000," Why are you going? He said, she wanted the shrew! ",joey
42001," Rach, c'mon, Emma is fine. You're turning into an obsessive mother. Okay, you need to stop.",ross
42002, Y'guys ever heard the story about when Ross's mom went to the beauty salon?,rachel
42003, You mean the lully story?,chandler
42004,"  Huh-huh, they already know it.",ross
42005," You guys, we've been waiting for you for a long time, maybe you should order.",phoebe
42006,"  No, no, it's okay, I already told the waiter what they want.",joey
42007, Why would you do that?,monica
42008," Chandler, control your woman!",joey
42009,"  Okay, as everybody has ordered, I would like to start the celebration and make a toast ... to Phoebe. She dropped her sock.",rachel
42010, Aw ... what?,phoebe
42011," N-no, Emma dropped her sock.",rachel
42012," Mom's here? I wanted to have lunch with her today, she told me she was out of town.",monica
42013," Ross, she still has not noticed that the baby's sock is on the ground.",rachel
42014, 's a good toast.,phoebe
42015,  Could you please get her attention?,rachel
42016, W-oa ... Mommy! ,ross
42017,"  Oh, for god's sake, Judy, pick up the sock! Pick up the sock! Pick up the sock!  I'm sorry, was that rude? Di-did my, my li-little outburst blunt  the hideousness  that is this evening? Look, I know, you all have a lot going on, but all I wanted to do was have dinner with my friends on my birthday. And you are all so late and you didn't even have the courtesy to call.  Well, it's too late now.",phoebe
42018," Well, ??? think that's us?",ross
42019," well, this is, this is, this is not over!  Hello?",phoebe
42020,"  Well, what is going on with you two?",joey
42021," Uch, you see, I'm ovulating.",monica
42022," Oh yeah, that's what she says. But maybe you're not ovulating at all, maybe it's just a clever ruse to get me into bed.",chandler
42023," Yes smokie, that is what it was. I just can't get enough.",monica
42024,  You not gonna believe this: She lied! She tricked me into having s*x with her.,chandler
42025," So? Did have s*x, right?",joey
42026, What's the matter with me? Why I'm such a girl?,chandler
42027,"  Okay, that was Mike.",phoebe
42028," Phoebe, hi, we're so sorry. You're totally right. We are here one hundred per cent and we love you and we are ready to start your birthday celebration.",rachel
42029," Mhuh, guys, that means the world to me. Huh, mkay, I'm gonna take off.",phoebe
42030, What?,rachel
42031," Oh, I love you guys too, but Mike got off work early. Wait. Wait, I'm not t--not that kind of girl that just ditches her friends to be with her boyfriend. You know what? I am. Bye guys!  Judy! Bye.",phoebe
42032," Oh thank god, if Phoebe's going, can we please take Emma home?",rachel
42033," You know, I think that's a good idea--our babysitter just pounded in another Chardonnay.  Bye, y'guys.",ross
42034, Bye.,monica
42035," See ya. Well, this is just us.",joey
42036," So, I'm, I'm probably still ovulating. Do you want to give it another try?",monica
42037," So you never had s*x with a Kennedy, have you?",chandler
42038," Do, do you gonna do it now?",joey
42039, We don't have much time. Once the egg decended the oviduct ...,monica
42040, No-ohoh. ,joey
42041," Nah, just me. All alone.  Dinner for six for one, uh, you boys are about to see something really special.",joey
42042, Excellent. The shrew in particular was exclusive.,joey
42043, Joey! Joey.,joey
42044, That's the best birthday ever.,joey
42045,  Hello?  Hello?,chandler
42046,  I LOVE MY NEW JOB!,monica
42047," Honey, you're screaming.",chandler
42048, YOU BET YOUR ASS I AM! I just had the best first day ever! The kitchen: twice as big as Allessandro's.,monica
42049,"  Oh, that's great.",chandler
42050," Yeah, a-a-and clean. Not just health department clean... Monica clean.",monica
42051,  Awesome.,chandler
42052," Oh, and the people are so nice. There's this one guy, Geoffrey, he's the Maitre D., Chandler, you will love him. He is without a doubt, the funniest guy I have ever met. ",monica
42053, I know! ,phoebe
42054," Yeah, I kinda do.  Well, how's this? ",phoebe
42055,"  Aaahhh, look at you two... holding hands... huh is this getting serious?  Have you not talked about it yet?  Am I making you uncomfortable?  If you were bigger you'd hit me, huh...? Aaaaaahhhhhh ",joey
42056, I'm sorry... I'm sorry. It's obviously way too early for us to be... having that conversation.,phoebe
42057,"  Maybe not, is it?",phoebe
42058,"  I know Mike, why don't you keep digging?",phoebe
42059," Oh, it's a key. To be honest, I think I'd prefer the five dollars.",phoebe
42060,"  Oh wow, ooh! Ooh, big step for Phoebe and Mike.",phoebe
42061," Oh no, I want to.",phoebe
42062," Yeah... ooh... wow... Even started to think I'd never meet someone that, you know, I wanted to... do this with. Here you go. ",phoebe
42063, It really is.,phoebe
42064,"  Oh, I know it... It is amazing these little things open doors... huh! ",joey
42065," So I don't go back to work for another four weeks, but we would like our nanny to start right away, so that Emma could get a chance to know her.",rachel
42066," That's great, great. So do you have any questions for us?",rachel
42067, Allright. Well thank you so much for coming... ,rachel
42068, Thank you.,ross
42069, Really nice to meet you... and we'll call you.,rachel
42070," Boy, we uhm... hadn't really thought of that.",ross
42071, Okidoki!  Wow! We're never gonna find a nanny.,rachel
42072," Oh, come on Rach, we will. I promise. We have more interviews  And worse comes to worse, we can always reconsider the uhm... the first one we met with.",ross
42073,"  What, the blonde with no bra?",rachel
42074," She was blonde?  Just a sec.! Okay, okay. This one's name is Sandy. She's got a degree in early childhood education, uhm... she worked for her last family for three years.",ross
42075, Okay... ,rachel
42076, And she's a little mannish...,ross
42077,  Oh my God! David!,phoebe
42078,"  No! It's a great time, come in...! WOW, hi... Oh my gosh! What are you doing here? Are you back from Minsk?",phoebe
42079," Who cares, it got you here.",phoebe
42080, Wow. Where is your luggage? ,phoebe
42081," A-Allright, well... I'll call the cab company.",phoebe
42082," Thank you! God, no! You should see me when... Oh actually, no, I look pretty good.",phoebe
42083, No...,phoebe
42084, I'm... I'm just... I'm the worst person ever. How can I not tell David that I'm seeing Mike?,phoebe
42085, Maybe he didn't give you a chance.,monica
42086, He said: Are you seeing someone? And I said no...,phoebe
42087," Oh, well... That had been your window.",monica
42088," Yeah! I mean, I don't know. I was just , I was looking, I was looking in his eyes and I was just thinking: Oh my God! It's David. David's here. He's just, he's so irresistible.",phoebe
42089, Really? The scientist guy?,monica
42090, Really? Chandler?,phoebe
42091, Continue...,monica
42092," Oh.Okay, then it gets worse, 'cause then I told him that I would see him tomorrow night.",phoebe
42093, Phoebe!,monica
42094," I know!  Evil! And... and... and... I like Mike so much, you know. It's just going really well. Oh my God!",phoebe
42095," Wow, isn't it ironic that David would show up on the same day that you and Mike exchange keys?",monica
42096,"  Uhuh... Yeah...!, you know. And given my life long search for irony, you can imagine how happy I am.",phoebe
42097, What are you gonna do?,monica
42098," I mean I guess, I just have to... tell David that nothing can happen between us. Unless I don't... You know, complicated moral situation, no right, no wrong...",phoebe
42099, You have to tell David!,monica
42100," Okay, I knew I should have had this conversation with Joey.",phoebe
42101,"  Funniest guy she's ever met!  I'm funny, right...? What do you know, you're a door... You just like knock-knock jokes...  Save it for inside! ",chandler
42102, Heeeeeey!,monica
42103, Hey!,chandler
42104, Hey!,phoebe
42105," So... Oklahoma is a crazy place. You know, they call it the Sooner state. Frankly I'd sooner be in any other state.  And what's with Oklahoma having a pan handle? Can all states have stuff like that? Hey yeah, I'm from the waistband, Wyoming. But when I was seven, we headed over to the crotch.",chandler
42106,  Was your cabin pressurised?,monica
42107,  And don't get me started on the way that people from Tulsa talk.,chandler
42108, Okay. ,phoebe
42109," What's with the word y'all? You know, just... two words just... pushed together... Are we all allowed to do that, because if so, I say why stop there? You know, your new poodle could be your noodle. And fried chicken? Could be fricken.Waiter, waiter excuse me, I'll have the fricken?  See, that's... that's funny with the fricken, right?",chandler
42110," No, it just remind me of something this guy did today at work. I told you about that funny guy, Geoffrey, right?",monica
42111," Yeah, he came up...",chandler
42112," Well, he did this bit... You probably had to be there, but it was Liza Minelli locked in our freezer, eating a raw chicken. ",monica
42113,  Were you there?,chandler
42114," No, but it sounds like it was fricken funny...",phoebe
42115," Sandy, that's exactly what it is...",rachel
42116, Are you gay? ,ross
42117, Ross!,rachel
42118, Oh!,rachel
42119," Oh, that's pretty.",rachel
42120,  So you're just like a... guy who's a nanny?,ross
42121,  Okay.,ross
42122," Yeah, kids say all kinds of crap. ",ross
42123," Oh God, she mu... she must need her diaper changed.",rachel
42124," Oh, that would be great!  I love him, I love him, I love him...",rachel
42125," Oh, come on, Rach, he's a guy!",ross
42126," So wh..? He's smart, he's qualified. Give me one good reason we shouldn't try him out.",rachel
42127," Because, it's weird!",ross
42128, Why?,rachel
42129, What kind of job is that for a man? A nanny? I-It's like if a woman wanted to be...,ross
42130,  Yes?,rachel
42131, King?,ross
42132,  Please?  YES! Sandy you're hired.,rachel
42133, Oooh... ***I really can't hear what she says*** come here.,rachel
42134, You gotta be at least bi...,ross
42135," Hey!  I need you to set me up for a joke. Later, when Monica is around, I need you to ask me about fire trucks.",chandler
42136, Ooh. I-I don't know Chan. I'm not so good with remembering lines.,joey
42137,"  Well, thank God your livelihood doesn't depend on it.",chandler
42138," I know, right?  Wh... Wh... Why are we doing this?",joey
42139, Monica says that her Maitre D. is the funniest guy she's ever met.,chandler
42140, Seriously? She actually said that?,joey
42141, Yes! Am I crazy to be this upset?,chandler
42142, Nooooo! Being funny is your thing!,joey
42143, Yeah!,chandler
42144," Without that, you just got ""lame with women"".",joey
42145, Ye.... ,chandler
42146, Hi! There you are.,monica
42147,  Fire trucks! ,joey
42148, Oof...,phoebe
42149," Oh, wait, wait!",phoebe
42150," No, no, it's not that.  Uhm... Remember when you asked me if I was seeing someone and I said no? Well, uhm... I am. His ... his name is Mike.",phoebe
42151," Yeah, I should have told you.",phoebe
42152," I'm sorry, I'm sorry.",phoebe
42153, I am happy.,phoebe
42154," Well... but David, just... I just want you to know that... that... you know... telling you this... is one of the hardest things I've ever had to do.",phoebe
42155," Of course, yeah. You know, a kiss on the cheek wouldn't be totally inappropriate...",phoebe
42156, I mean... ,phoebe
42157, Yeah?,phoebe
42158," Well, if that's what they do in Minsk...  In New York... it's... ",phoebe
42159,  Oh... Oh boy...  Hi...,rachel
42160,  Is everything allright?,ross
42161," Oh yeah, it's fine, it's fine. Sandy was just... was just telling me about how he proposed to his fiancée and it was just sooo beautiful.",rachel
42162, I can't... I can't hear it again.,rachel
42163," And I'm fine never having heard it...  Rach, can I... can I see you for a sec?",ross
42164, Yeah!  Excuse me... ,rachel
42165, Do you realise that man has cried in our apartment three times...? Huh? I haven't cried that many times since I moved in.,ross
42166," Look, Ross, he's just... Sandy is just sensitive, that's all.",rachel
42167,"  Okay, okay, see... that... that is the problem. He is too sensitive. ",ross
42168, What...? Too sensitive to take care of our baby?,rachel
42169,"  Yeah, I mean, all things that guy...  These are amazing!",ross
42170, Sandy made Madeleines.,rachel
42171," This... this is exactly what I'm talking about. What kind of a guy makes... makes... delicate French cookies, huh? They're not even... butch, manly cookies with... with... you know with... with chunks. ",ross
42172," Well, I... you know, I-I-I don't know what to say... I mean, I never thought of you as a guy who needed his men to be men. You know, 'cause I gotta tell you Ross, it not like you just came in from branding cattle.",rachel
42173, Hey... there's sensitive... and there is too sensitive.,ross
42174," Okay, what? What is too sensitive? ",rachel
42175," Hmmm... No, no... No, I can't do this. It's bad.",phoebe
42176," No, no. No.",phoebe
42177," Look David, if... if you had never left, then... yeah, we'd probably still be together right now, but... you did leave, and I-I'm with Mike and I really care about him...",phoebe
42178,  And you thanks for the face massage. Thank you.,phoebe
42179, Did Rachel tell you we hired a male nanny?,ross
42180, Yeah! I think that's great!,monica
42181," Oh really? Did she tell you he plays the recorder, recites poetry and bakes Madeleines?",ross
42182, Oh... How are they?,monica
42183,  Lighter than air...  But that's not the point. ,ross
42184, Hey!,joey
42185, Hey...! Rachel and I hired a male nanny.,ross
42186,  Really...? Guys do that...? That's... weird...,joey
42187, Thank you!,ross
42188, That's like a woman wanting to be a...,joey
42189, ...a what? A what? What's the end of that sentence?,ross
42190, Yes... What is the end of that sentence?,monica
42191," Uhm... A pen1s model.  Anyway, hey... Did you tell Chandler that some guy from work is the funniest guy you've ever met?",joey
42192," Yeah, so?",monica
42193, Wow!,ross
42194, Really? Do you not know Chandler?,joey
42195," Is that why he's acting so weird...? He's jealous...? Oh my God, that is crazy. It's not like I'm attracted to Geoffrey...",monica
42196," So what? Being funny is Chandler's thing... You know, like Ross's thing is... ",joey
42197, Science...? Academia...? Being a good father...?,ross
42198, ...No... ,joey
42199, I can't believe he's that upset about this...,monica
42200," Monica, you have to do some damage control here, okay. 'Cause he's feeling like... ",joey
42201, Hey!,chandler
42202, Heeeyy! Hey!,joey
42203, What are you guys talking about?,chandler
42204, Uhm... Rachel and I hired a male nanny. ,ross
42205, You got a man who's a nanny...? You got a manny...? ,chandler
42206," You know, I don't mind a... male nanny, but I do draw the line at a male wetnurse. ",chandler
42207," Ohhh, ooohhh... you are on a roll, mister!",monica
42208," If I'd known you guys were coming over, I would have brought more pizza. ",chandler
42209," Okay, okay... Chandler you... you stop it! ",monica
42210, What is so funny about that? ,chandler
42211," Well, I don't know... I-It's... just the way you say it... I mean, you're funny... You have that funny thing. You're a funny guy! ",monica
42212, Did you tell her what we talked about? ,chandler
42213, Yeah....,joey
42214, So those were pity laughs? PITY LAUGHS? ,chandler
42215," Honey, listen... You have nothing to worry about with Geoffrey.",monica
42216, Oh yeah? Is he funnier than me?,chandler
42217," Well, you're... you're different funny... I mean, you're... you're more sarcastic a-a-and... well, he does... bits... and impressions... and... and limericks...",monica
42218," I do limericks... uhm... There once was a man named Chandler, whose wife made him die inside.",chandler
42219," Honey, you know I think you're hilarious! Come on, you know that joke you told me last week? The one about Jerry Lewis and the girl with the lazy eye...?  That slayed me.",monica
42220, Hey... I made up that joke and told it to you! ,ross
42221, Not knowing when to shut up...,joey
42222, Yep! That's my thing...,ross
42223," No, no, no, no, no... It's not... it's not... i'ts not as bad as it looks... really. I was just saying goodbye to an old friend.",phoebe
42224," No, uhm... David and I did use to go out... but years ago, and he lives in Minsk. He's only... he's only in town for a couple of days.",phoebe
42225," No, no...",phoebe
42226," Oh, well, yeah...",phoebe
42227," Stop it! Stop it, before someone gets really hurt!  Here David, you should just go.",phoebe
42228," Okay, well... guys?",phoebe
42229," I'm sorry, I'm so sorry. If you... If you want your key back, I totally understand.",phoebe
42230, Right! Never! Never! I swear! ,phoebe
42231," Yeah! Allright! Hey, hey Ross. Check it out! Sandy taught me Hot-cross Buns.",joey
42232, Really? Sounded like Three Blind Mice.,ross
42233, Noooo... Three Blind Mice goes like this... ,joey
42234,  I swear to God...! ,ross
42235, Me! I'm up for puppets!,joey
42236," Okay, okay... How exactly is a two month old supposed to appreciate puppets?",ross
42237, I wanna be mr. Wigglemunch. ,joey
42238,  Oh my God!,ross
42239, That was kind of rude!,rachel
42240," Oh, I'm sorry. Please apologise to Sandy and the Snufflebumps for me.",ross
42241," You know, he was just doing his job...",rachel
42242," Well, you know what... I-I'm sorry I'm the only one who isn't in love with Gary Poppins out there... But I just... I can't... I can't go through with this.",ross
42243," Oh, come on Ross...",rachel
42244," No! Hey, you know what? I'm sorry. I would never force you... to hire someone you were this uncomfortable with...",ross
42245,  Oh... That's true.,rachel
42246, Thank you!,ross
42247," Well, you're the one who wants to fire him, so you're gonna have to do it. ",rachel
42248,  I am learning so much from you.,joey
42249," Well, I'm off to Tulsa, so if your Maitre D. friend has any funny Oklahoma jokes, tell him to e-mail me at http://www.hahanotsomuch.com/.",chandler
42250," Honey, you can relax. Last night at work, Geoffrey told this really sexist joke. After that, not so funny anymore.",monica
42251," Really...? See... that's the thing: you gotta keep it smart, people!",chandler
42252," Okay, don't miss that flight. You know I love you.",monica
42253, I love you too.  And... I like you as a friend. ,chandler
42254, Allright. See you later!,joey
42255, See ya! ,chandler
42256,  Did that guy really make that joke?,joey
42257," Naaaa... He still kills me. Last night he had me laughing so hard, I swear... a little pee came out.",monica
42258, Here goes...,ross
42259, I can't watch. It's like firing Elmo. ,rachel
42260," Sandy... Hi, we uhm... we kinda need to talk. I'm afraid it's not working out.",ross
42261," Yeah, uhm... I mean, Rachel and I, think you are great... with Emma... uhm... We just feel...",ross
42262,  YOU! You feel!,rachel
42263, I... just feel that the... the chemistry isn't right. I'm sorry. We're... we're more than happy to give you good recommendation...,ross
42264,"  Oh, damn you Geller!",rachel
42265," Anyway, uhm...Well, I'm glad there's no hard feelings.",ross
42266," No, you know, it's uhm... nothing you did, it's... it's uhm... my issue.",ross
42267," You know, I'm just not uhm... that comfortable with a guy who's as sensitive as you.",ross
42268, Why... I... I don't know.  Uhm... errrr... maybe... maybe because of my father?,ross
42269," I mean, uhm... you know when I was growing up he was kind of a tough guy... You know a-a-and as a kid I wasn't the athlete I am now.",ross
42270,  Huh ha ha!,rachel
42271," I play squash...! Anyway, uhm... I uhm... I always get the feeling he thought I was too sensitive.",ross
42272," It was hard... I remember... I was in my bedroom... playing with my dinosaurs... playing and learning... and my father walks in and says... he says... ""What are you doing with those things? What's wrong with you, why aren't you... why aren't you outside playing like a... like a real boy?",ross
42273," I know I am!  ...And when it's summer, and it's hot, why can't you wear a tank top?",ross
42274, Here come some more...,ross
42275, Wow! You blow my mind...,joey
42276, Aaahh... How much do I owe you?,joey
42277, It's like the cheapest college ever.,joey
42278," And that's why, no matter what mommy says, we really were on a break.",ross
42279, Hi!,chandler
42280, Hey... hey listen... What do you guys know about investments?,joey
42281, How come?,chandler
42282," Well, I'm starting to make good money on the show and I'm thinking...",joey
42283, What do you do with your money now?,monica
42284," Well, I just tape it to the back of my toilet tank. (realises that",joey
42285, Do you have any ideas?,chandler
42286," Uh, yeah... This guy at work got me excited about going in on an emu",joey
42287, Joe... Emus are birds. You raise them for meat.,monica
42288,  Yeah! Right!  People eat birds... Bird,joey
42289," Joey, I think you should consider something a little less risky. I",monica
42290," Real estate, huh? Hmmm...",joey
42291,"  Oh, and you know who's selling a great apartment?",monica
42292,"  Oh, and you know whose knowledge of her",chandler
42293, My dad told me. They play golf together.,monica
42294," Oh, well... Maybe I'll join them some time. I just hope the club",chandler
42295, Hi!,phoebe
42296, Listen! You have to help me pick a dress 'cause I'm meeting Mike's,phoebe
42297," Wow, the boyfriend's parents! That's a big step.",monica
42298,  Really? That hadn't occurred to me.,phoebe
42299," They just gonna love you, just be yourself.",monica
42300, They live on the upper east side on Park Avenue!,phoebe
42301," Oh yeah, she can't be herself.",rachel
42302," Okay, so... allright... Which dress? (she holds up two 'Phoebe'",phoebe
42303," I'm sorry honey, but we're gonna take you shopping. It's gonna be",monica
42304," Yeah, totally! You are in such good hands. And I'm so good with",rachel
42305, You went out with Wallis Pincer?,monica
42306," Uh, he took the SAT's for me.",rachel
42307, I knew you didn't get a 1400!,monica
42308," Ssshyeah, well, duh! I mean...",rachel
42309, So... now... What about with Mike's mom?,phoebe
42310," Oh, with the mother, just... just constantly tell her how amazing",rachel
42311,  She said WHAT?,monica
42312,  That's she's like the daughter,phoebe
42313, Hi.,rachel
42314, Hi.,ross
42315, I just finished getting Phoebe all dressed to meet Mike's parents.,rachel
42316, Guess what? I made Emma laugh today.,ross
42317,  You WHAT? And I missed it? Because I was giving a,rachel
42318," Yeah, and it was uhm... it was like a real little person laugh too. It",ross
42319," Well... well, what did you do to make her laugh? ",rachel
42320," I uhm... Well, I sang...  well actually I rapped... Baby",ross
42321, You WHAT? You sang... to our baby daughter... a song about a guy who,rachel
42322," But you know what, if you think about it, it actually promotes a",ross
42323,  owwwww...,rachel
42324, Please don't take her away from me!,ross
42325, Hi I'm Joey. This is Chandler.,joey
42326, So how come Richard's selling the place? Went bankrupt? Medical,chandler
42327, mmm That's enough about you!,chandler
42328, Is there anything we should know about the apartment?,joey
42329," No, no, no, no, no, NO! No, no... we're not together. We're not a",chandler
42330," Well, you seem pretty insulted by that. What? I'm not good enough for",joey
42331, We're not gonna have this conversation again... Look at this,chandler
42332, You know what it is? It's a nice place but I gotta see I don't know if,joey
42333, (Chandler looks around the place and his eye gets caught by,chandler
42334, What?,joey
42335, There's a tape here with Monica's name on it.,chandler
42336, Ooh! A tape with a girls name on it. It's probably a s*x tape...,joey
42337, Get there faster! ,chandler
42338, I'm wearing pantyhose!,phoebe
42339," Oh, thank you! Oh... Oh my God, you're RICH!",phoebe
42340," Yeah, so... They gotta die someday.  HELLO!",phoebe
42341,  Theodore... Bitsy... What a delight!,phoebe
42342, And you... Your home is lovely.,phoebe
42343, Holy crap!,phoebe
42344," Oh, try and stop me!",phoebe
42345,  I'm trying to get your parents to like me.,phoebe
42346,  Got it! It... It's hard to stop...,phoebe
42347,"  Uhm... Okay, well, allright, uhm... Originally I'm from",phoebe
42348, God! God! This is not going well.,phoebe
42349," Okay, okay, okay, okay... Still sure about me being myself?",phoebe
42350, So Theodore... I uhm... I can see where Mike gets his good looks,phoebe
42351, Yeah... And that physique! You must work out all the time...,phoebe
42352, Yeah I bet! Look out! ,phoebe
42353," Oh my God, are you okay?",phoebe
42354, I'm so sorry!,phoebe
42355," I really, really am sorry.",phoebe
42356," Yes... I'm sorry, I've never met a boyfriends parents before...",phoebe
42357," Yeah okay... yeah, your mom... okay... She looks nice, I can talk to",phoebe
42358," Yeah... Oh Bitsy, hi. Uhm... listen I just wanted to thank you again",phoebe
42359, Also uhm... I just want you to know what a wonderful man your son,phoebe
42360," Well, and you know, it really is a testament to how he was raised.",phoebe
42361, Are you kidding. He is so considerate of my feelings and... you know,phoebe
42362,"  Oh no, no, no, no, no,",phoebe
42363," I'm not gonna watch it... I don't NEED to watch it... I mean, what",chandler
42364," Hey dude, what's up?",joey
42365," Don't judge me, I'm only human!",chandler
42366, Did you take that tape?,joey
42367," I had to! Okay, imagine you were married... and you found a tape",chandler
42368, I don't know. Who'm I'm married to?,joey
42369, Some girl...!?,chandler
42370, She hot?,joey
42371, Yeah...!?,chandler
42372, How did she get me to settle down?,joey
42373," Allright, I'm gonna watch it... I mean look, it's probably not",chandler
42374, Guess I don't know. My experience: if a girl says yes to being,joey
42375, Then you're gonna have to watch it for me.,chandler
42376,  What? Whoo... What?,joey
42377," Just for a few seconds, so I can know what it is... Please?",chandler
42378," All right, fine... But if I enjoy this, you have only yourself to",joey
42379, Why am I hearing cheering?,chandler
42380," Well it's okay, its like... its just a football game.",joey
42381, Football? Just football?,chandler
42382," Yeah, see... you were all worried for nothing.",joey
42383, It's football... It's just football... This is great! This is the,chandler
42384, You don't wanna see what I just saw! (at this moment Monica comes,joey
42385, What are you guys doing? (Monica hears the moaning coming from the,monica
42386, Okay... aahhh... Please laugh for mommy... Please? Please laugh for,rachel
42387, Hey!,ross
42388, Oh you missed it. She was laughing. Oh it was amazing. It was,rachel
42389," Oh I know, isn't it? Ooh... what'd you do to get her to laugh?",ross
42390," Oh! You know, I just... couple of things I tried ... I just sang a",rachel
42391, You sang Baby Got Back didn't you?,ross
42392, Nothing else worked. That girl is all about the ass...,rachel
42393," ...and then it goes back to the chorus... Smelly cat, Sme-lly ca-t /",phoebe
42394," Oh, Pervert Parade?",phoebe
42395," Oh, Ode To A Pubic Hair?",phoebe
42396, Oh God! Is that veal?,phoebe
42397," Oh no, no, no, no... That's okay, that's okay... I mean, I'm... I am",phoebe
42398," No, no, no, I actually it's any baby animals: kittens, fish",phoebe
42399, So you stole that tape from Richard's apartment?,monica
